id,success
827455287,NO
1193322048,NO
902329117,YES
952903226,YES
1635677973,NO
403644916,NO
915340948,NO
997029285,NO
515622038,NO
1972103543,NO
564965058,NO
35823824,NO
1172529515,NO
1103683728,NO
1816558536,YES
575727383,NO
2050615858,NO
1538181306,YES
1398643743,NO
749499691,YES
925967836,YES
2082452884,NO
1473156366,YES
2061133482,YES
1384498897,NO
1319064912,YES
655853454,NO
898974962,NO
1877492691,NO
1263697680,YES
573147382,NO
95960822,YES
1192620744,NO
1431945892,NO
283223774,NO
2135902341,YES
1241225201,NO
2147472329,YES
1519239909,NO
1758477966,NO
1217147575,NO
964926467,NO
1258365954,YES
1776477001,NO
28179669,YES
84215941,YES
454345019,NO
18263429,NO
170896922,NO
1354560919,NO
1376330976,NO
778136789,NO
1110061152,YES
1161028560,NO
1988396321,YES
1163339523,YES
1781488116,NO
1861555981,NO
516565803,YES
307079043,YES
632343512,NO
1394340012,YES
1484651839,YES
1578425927,NO
161319447,NO
360751922,NO
1178354873,NO
2053725681,NO
2120277482,NO
2067058597,YES
270781005,NO
2091339363,NO
838445769,NO
935276567,NO
477455807,NO
1627763821,NO
780131804,YES
1079127781,NO
1159280592,YES
2110921121,YES
1047498340,YES
808693253,NO
1660123101,YES
1546575852,YES
821473132,NO
1662336650,NO
978836191,NO
1093735560,NO
2085641507,NO
1760314073,YES
715531241,NO
660387300,NO
541774346,NO
2080296095,YES
892991133,YES
941827931,YES
131485472,NO
979069959,NO
468776702,NO
1845430530,YES
1872717801,NO
461727196,YES
338805259,YES
550595044,YES
1369279686,YES
779278971,NO
1194496746,NO
918228637,YES
2032033362,YES
1084749337,YES
1314709440,NO
945846885,YES
2061017534,NO
992543870,NO
1314561640,NO
1216725185,NO
700171335,NO
314229050,YES
1696976733,YES
928602007,NO
1305965161,NO
967792841,YES
268770753,YES
1808658731,YES
957597892,NO
983429869,YES
2004713036,YES
981972482,NO
1845545589,NO
1435692060,NO
2027718616,NO
283063907,NO
1002151750,NO
805558892,YES
1638449648,YES
1839599865,NO
1575639321,YES
179662328,NO
844161884,NO
1300713071,YES
37467144,YES
885789691,NO
1826999514,YES
1351581223,YES
717977987,NO
504287164,NO
1092200569,NO
919226382,NO
1135926199,YES
2103700479,NO
1936504214,NO
1930205248,NO
9814304,NO
1159410129,YES
87769205,NO
460919319,YES
1668593383,NO
377023108,NO
1130968124,YES
755601238,NO
679451597,YES
1386491935,NO
465802616,NO
974203858,NO
797157624,YES
749618032,NO
1166280001,NO
1803911905,NO
123184389,NO
1085110982,YES
500935773,NO
2052056618,YES
974474790,YES
1090332536,YES
1183257584,YES
1203043303,YES
896541941,NO
852770900,YES
1445180115,YES
687125632,NO
184382243,NO
402078319,NO
991071985,NO
1867821454,NO
1438957994,YES
448626204,YES
480491095,YES
2008180353,NO
1729174492,NO
1349591523,NO
79153535,NO
1315356366,YES
1553225242,NO
1256859563,NO
1803416659,YES
389426179,NO
2122661767,YES
144305192,YES
570488304,YES
440526583,NO
453102432,NO
741000922,YES
649890760,NO
2043835993,NO
613637884,NO
1517166880,YES
1606594399,NO
1330863700,YES
1124340967,YES
1100469174,YES
256882612,NO
1305216584,NO
954508321,YES
1638312839,NO
574909728,NO
1709469341,NO
1668187315,NO
1663849030,YES
1996787493,NO
1503775290,NO
1071451015,YES
214027609,NO
1302544793,YES
800563986,YES
881373662,NO
558640489,NO
843724796,NO
1097203776,NO
1724410995,NO
1176688264,NO
2077911502,YES
249390573,NO
572503412,NO
50800249,NO
1399538267,NO
830572338,YES
1892002554,YES
244576718,NO
374659907,NO
544620807,NO
708622076,NO
1996705758,NO
803105459,NO
2114069320,YES
2004236096,NO
638455707,NO
857147327,NO
54426565,YES
653028710,NO
1266882358,NO
576983941,YES
780016900,NO
957321327,YES
1134181518,YES
434294189,YES
22220495,NO
1250070333,YES
1111040839,YES
1165898532,NO
835452251,NO
242645569,YES
1493121550,NO
1726406309,NO
1733322046,YES
1563055269,NO
1575419238,NO
1847436944,NO
1140166403,YES
2018196652,NO
1293032677,NO
300762009,NO
1673447770,NO
323309048,NO
1853577244,YES
364878288,YES
1755853085,NO
2005081192,YES
725117717,NO
895067240,YES
1971035219,YES
17045871,NO
409267431,NO
1052863946,NO
113605280,NO
731345819,NO
23982958,NO
2055933302,NO
270488666,YES
1041421385,NO
537576917,YES
86795844,YES
1465966281,YES
749509979,NO
1717849847,NO
1210445153,YES
520773917,NO
308791612,NO
281665315,NO
1786938176,NO
1210871422,YES
1830173936,NO
1311751521,NO
862735515,NO
185736871,NO
942102598,NO
1481227135,NO
1140300412,NO
1970158542,YES
1711663885,YES
552395261,YES
751604615,NO
656633807,NO
592055691,NO
1472309530,NO
1778657506,NO
570068756,NO
1776909080,NO
1799459587,YES
1185152934,NO
1430935427,YES
1322143093,NO
774653880,YES
820538638,YES
923256150,YES
460907310,NO
625619722,YES
641907378,NO
80472031,NO
290683047,NO
282288367,NO
427366642,YES
2129752888,NO
1554895002,NO
1638288591,YES
224764945,NO
1035947721,NO
600413170,NO
467296018,NO
1322987239,NO
972790975,NO
151715188,NO
11660197,NO
1323860768,YES
544731098,YES
466499451,NO
1801541027,NO
605278563,NO
821888454,NO
1029916092,NO
948063685,YES
503309588,YES
659641203,NO
814448522,NO
1323554365,NO
1744625441,NO
578404068,NO
57226045,NO
841618526,NO
1100754526,NO
124858679,YES
1820772029,NO
691980794,YES
2107709692,NO
819430395,YES
1790793760,YES
1156495458,YES
1023812217,NO
969451947,NO
1575237176,NO
105631631,NO
701085110,YES
1167253957,NO
516263021,YES
993817737,NO
343103641,YES
192740440,NO
1513574973,YES
2098319888,YES
133651527,YES
911893249,YES
1131928720,YES
1070448278,NO
1366803225,NO
694114222,YES
1551341324,YES
249016458,NO
1904555328,NO
1121069513,NO
262839479,NO
1637193282,NO
638366861,NO
2092817147,YES
381281552,NO
138304923,NO
191730319,NO
1081592706,NO
977776138,YES
389708672,NO
840822549,NO
1951070749,NO
436514019,NO
2008472434,NO
298523251,YES
180115457,YES
792366612,YES
2029627985,NO
1667872889,NO
304575414,NO
1080679390,NO
1938852266,NO
77041378,NO
2017414119,YES
1556489180,NO
273687450,YES
931170097,YES
174927737,YES
34156006,NO
1111609847,NO
1148525278,YES
1348127801,NO
319808675,NO
1466050954,YES
132510848,YES
372465214,NO
691772770,NO
1156321849,YES
1241105940,YES
409000857,YES
875415353,YES
799740325,NO
143073983,YES
1862750915,YES
481060423,YES
1828722963,YES
1909492721,YES
749619820,NO
713073174,YES
1001064677,YES
1794092180,YES
1323278395,NO
1211755612,YES
1278709794,NO
765971387,YES
1492209539,NO
1434597817,YES
708229504,YES
151305040,NO
1938968910,NO
386181924,NO
1883318745,NO
1824949286,NO
693225464,NO
349003192,NO
1278936161,NO
767595643,YES
1853685157,YES
1013856925,NO
998404193,YES
112137997,NO
1570843141,YES
2111312326,YES
2015291284,YES
1122061038,NO
828142699,YES
1005175741,NO
1493884114,YES
927221255,NO
420975750,YES
1717671391,YES
1920723012,NO
88744129,NO
535361660,NO
1852999903,YES
840589954,NO
1372086252,NO
1795135651,NO
1459748912,YES
2036884730,NO
808765878,NO
867795066,NO
594078508,YES
1876188005,NO
875665422,NO
921218189,NO
895815511,YES
1274747047,YES
1641900552,YES
748176717,YES
1913212672,YES
1072762876,YES
423264106,NO
552408427,NO
1761234047,NO
234636380,NO
1379543558,NO
212163699,NO
1926691986,YES
1781546093,YES
1906817147,YES
409381402,NO
2020624868,NO
1956538794,YES
443796882,NO
1038363585,YES
1335319458,NO
820295628,NO
1583222216,YES
1065957718,YES
1972669057,NO
1284300665,YES
371933320,YES
1038845934,NO
2098142852,NO
296182267,YES
376809192,YES
613122278,NO
82941449,YES
1672613309,YES
1123326396,NO
1466124728,NO
554191216,NO
266809584,NO
994644063,NO
1887581940,NO
623520172,NO
105742582,NO
7902460,YES
150590074,NO
481757740,NO
746728803,YES
511151655,YES
954077784,NO
464823217,YES
865257921,NO
83008092,YES
1405736333,YES
1603753965,YES
1277831497,YES
1992950132,NO
86004750,YES
1681690668,NO
2089360837,NO
1893303368,YES
892869446,YES
1833217734,NO
1725367441,NO
1792844418,YES
793443355,YES
1792826226,NO
1275368382,YES
1771015714,NO
927867645,NO
1971860267,NO
878792131,YES
65128169,NO
1017142087,NO
145853661,NO
1393845939,NO
253069983,NO
1279886634,YES
155700618,NO
1720501206,YES
218098078,NO
1014243202,YES
2087810864,NO
1081243139,NO
1761140988,NO
643753610,YES
216791174,NO
794834859,NO
643775596,NO
1321266609,NO
2008646224,NO
777441861,NO
2101142551,NO
622040281,NO
1473989316,NO
1030148567,YES
1664186910,YES
1205143307,YES
230580762,NO
152493291,NO
1237650081,YES
1945818531,YES
1213381676,YES
764244972,NO
1522136609,YES
1899859752,YES
1152293984,NO
552692637,YES
725169603,YES
692085949,NO
1189442021,NO
673269292,NO
1032351345,YES
1709457767,NO
508383206,YES
1644732198,YES
579633797,NO
1683357636,YES
1450599666,NO
1260732452,NO
1284430863,YES
1946816750,NO
1925765731,NO
1390907959,YES
1862588016,YES
1214826257,YES
661675708,YES
797484903,YES
2016970157,YES
141919844,YES
43970797,NO
954276377,NO
90185471,NO
1853822185,YES
2076650650,YES
526501588,NO
589921452,NO
2066957707,NO
1082783258,NO
1019734972,NO
1955236401,NO
254577105,NO
458654142,NO
1498822484,NO
659891292,YES
1125096088,YES
320843818,YES
171868639,NO
2123840386,NO
1075278662,NO
483727877,NO
1301026652,NO
653038950,YES
1207516260,NO
317502019,NO
1853541839,YES
357162115,NO
1184638506,YES
698583269,NO
1499035313,YES
1768484323,YES
204955160,NO
490097871,NO
461307013,YES
1564308555,NO
843447727,YES
1065339964,NO
1037344973,NO
1056136525,NO
1556372957,NO
1422034272,NO
1747008425,YES
1292666049,NO
2006630746,YES
378841238,NO
1358404193,NO
1007543210,NO
664301296,NO
1071281902,YES
774914350,YES
2014634394,NO
12035885,NO
400891195,YES
1523134443,NO
265840920,YES
1206741836,YES
1147718366,YES
1779487768,NO
1272520967,NO
1593468112,YES
719437310,NO
1132290684,NO
269526163,YES
960614626,NO
258822369,NO
795308641,YES
1654742303,YES
1176037031,NO
1765673002,YES
401264057,YES
1889929392,NO
1434645878,NO
563290237,NO
1188213229,NO
364105971,NO
738517843,NO
1380919741,NO
1385275406,YES
1283977016,NO
281337153,NO
1664153302,NO
2020370857,NO
2104397705,YES
1765668693,NO
1403331677,YES
685079824,NO
1952926951,NO
659912131,YES
1344232619,NO
1216530392,YES
873866211,NO
1606691192,NO
1169053949,YES
992824039,YES
489177610,YES
1152435068,NO
1588462496,YES
1811134157,YES
299078208,YES
1372333514,NO
480785677,NO
303942060,NO
1689831284,YES
1268967008,YES
1642263705,NO
200947291,NO
1861967831,YES
1783216801,NO
663916056,YES
1479511989,NO
106462011,YES
68818785,NO
749405767,NO
1962332723,YES
1326433772,YES
333717059,NO
402592965,NO
2070181084,YES
846263242,NO
1709028824,NO
1165056271,YES
867310902,YES
746494752,YES
1177657788,NO
1258234959,NO
264805855,NO
1814865045,YES
200012989,NO
1015005872,YES
1629834135,NO
2060693905,NO
989533806,YES
1854324545,NO
1861534513,NO
173110946,NO
1810487363,NO
1157749455,NO
86369291,NO
972670382,YES
1810963358,YES
1248910781,NO
861715403,YES
924824767,NO
206089780,YES
6919141,NO
1249054047,NO
1191800529,NO
1599498983,YES
964074872,NO
546987016,NO
136257261,YES
1639488178,NO
1633558333,NO
72814256,NO
1554765613,YES
1219155862,YES
276723292,NO
1827978924,YES
467077481,NO
367841057,YES
1359597816,NO
1390606891,NO
1857383919,NO
1824663357,NO
1586777105,NO
707707252,YES
1856216436,NO
2012251456,NO
455209994,NO
1408780580,NO
1125212384,YES
277512014,YES
709066956,YES
2115744685,NO
1803917020,NO
510312931,YES
1404885482,NO
783947433,YES
1489334473,NO
813608322,YES
2080143171,YES
1650091500,NO
1440555599,NO
1575282771,YES
490641477,YES
356676181,NO
1959726517,NO
1856492953,NO
1643070016,YES
428995534,NO
1031014271,NO
691398462,NO
1804083910,YES
1518869746,NO
1416911893,NO
61071423,YES
488161997,NO
799667058,YES
737949435,YES
1508092954,YES
1594632987,NO
2009553297,YES
1907644217,NO
1258112009,NO
1521564818,YES
1718116026,YES
2144010374,NO
831875180,YES
2092661384,NO
1398381509,YES
189145018,NO
1971192557,NO
2116652748,NO
2048286350,YES
1555543065,YES
1836218076,YES
1575358682,YES
1235079943,NO
1303791278,YES
1597415250,NO
1397874479,YES
2068103104,NO
1790051869,NO
1683923679,YES
568625357,YES
44798490,YES
1283830864,YES
1013498866,NO
655885918,NO
1432417537,NO
1386165423,YES
2017944025,YES
257227196,YES
1332896262,NO
1397291448,NO
927827388,NO
1142691577,YES
944859184,NO
1282305723,NO
1819460140,NO
1665846670,NO
978659403,NO
1949962322,YES
1539770066,NO
515670131,YES
1161648796,NO
438568635,YES
44558999,YES
1421969993,YES
1793611815,NO
1993787323,NO
1397716,YES
366109609,NO
544183802,NO
26011581,NO
913869514,YES
305408382,NO
835507680,YES
1810088691,YES
1183386665,NO
893871298,NO
1728450881,NO
2133653678,NO
2099982307,NO
1119557380,NO
1759380071,YES
502910131,NO
1848052488,NO
1216039532,YES
118251488,YES
319229289,NO
892737540,NO
1018607549,NO
451002346,YES
529449694,NO
10997537,YES
435571738,YES
1480227094,YES
1807166486,NO
1992319968,NO
1996832448,NO
1888544019,YES
457873580,NO
1102355874,NO
339535848,YES
1381711170,YES
1969610584,NO
985659898,YES
980387219,YES
1975455097,YES
184901732,NO
322057025,NO
355545007,NO
24962335,NO
491818328,NO
1585257391,YES
1286405202,NO
630294567,YES
599697333,YES
271475820,YES
729660145,NO
652168550,YES
1486549663,NO
546816415,YES
146003074,NO
942433029,NO
1905901874,NO
1414490688,YES
793242990,YES
2096431959,NO
753157235,NO
1957531085,NO
1160127718,YES
688077188,YES
792515647,NO
1220613855,YES
1792410710,NO
1775185669,NO
2139806032,YES
238791129,NO
896429329,NO
1913985012,NO
2110404851,YES
1113465842,YES
1724553333,YES
1280355079,NO
1577681361,NO
431625242,YES
794212551,NO
260510364,NO
483656225,NO
1650628270,YES
2062069171,NO
724278423,NO
1269519619,YES
779197274,NO
945636802,YES
1659496281,YES
948430351,NO
1144062050,NO
2123226177,NO
1410159478,NO
1509589533,YES
764662879,NO
300507386,YES
1223498581,NO
1468446017,NO
373493173,NO
23408193,YES
948190856,NO
960941013,YES
497300766,NO
927776096,NO
2003010159,NO
1296959720,YES
1083281347,NO
1762029108,NO
184399426,NO
1629343796,NO
1589941785,NO
113230,YES
2031982842,YES
360970367,NO
1881535584,YES
1347561873,YES
1299877024,NO
475439452,YES
1875764159,YES
418295124,YES
1481114838,NO
655625566,NO
676517623,NO
695815719,YES
640542228,YES
589764298,YES
911626919,YES
1133597864,YES
1431233480,YES
1316014554,YES
350951736,YES
296121584,NO
203041907,NO
1503281653,NO
627120322,NO
2052462332,NO
171161217,YES
1106034046,YES
1972345496,YES
848245814,YES
370712601,NO
1552414689,NO
2018906745,NO
1689892817,YES
2023427175,YES
1772241721,NO
1005987818,NO
2129359133,YES
1757836927,NO
1552742129,YES
1542379271,NO
1404856924,NO
1998794417,NO
2131836526,YES
1475867017,NO
1543235727,NO
1829439960,YES
815180079,YES
239599173,YES
306409914,NO
84971423,NO
474471080,NO
1558282278,YES
429108456,NO
2080203302,NO
247554572,NO
1519533170,NO
1330386758,NO
689835181,NO
2039570646,NO
631466575,YES
1247419079,YES
1965205837,NO
599887155,YES
831291892,NO
1544318785,NO
1818748510,NO
1946283114,YES
685332467,NO
133895920,NO
312637850,NO
1845441941,YES
1865204692,NO
2089711919,YES
763082691,NO
799738265,YES
1053551857,YES
947330354,NO
1869732194,NO
724772861,YES
1568570161,YES
735991946,YES
1995539178,NO
1351087689,NO
1814823998,NO
1578480543,NO
1150957654,NO
1894108776,YES
1555900693,NO
281650227,YES
154638447,NO
529417496,YES
604636621,YES
1362051847,NO
1630614716,NO
2051132820,YES
1667807141,NO
297843419,NO
863831971,NO
782735801,NO
1585702384,YES
2001028427,NO
1592359057,YES
2054427651,NO
841468556,NO
918621532,NO
1280542590,YES
1519604029,NO
1270412595,NO
142703862,YES
1503962274,YES
743541596,YES
1982327558,YES
557042627,NO
364943743,NO
507101398,NO
2084376600,NO
1847296384,NO
948677995,YES
1929977473,NO
811265929,NO
1387902774,NO
627339218,NO
791767271,NO
1842857119,YES
376663967,YES
1747559112,NO
13714457,NO
711436196,NO
625621359,YES
1342001917,NO
24800259,YES
1131626945,YES
2115224379,NO
1665197189,YES
753520863,NO
1449976546,NO
1386645232,NO
164754129,YES
72802578,YES
971452249,YES
1473959490,NO
14996683,NO
1754475321,NO
2030255881,NO
1455445015,NO
1578022248,YES
1511103019,NO
1201525204,YES
765909603,YES
1382952455,NO
58922257,NO
162017528,NO
443103256,NO
795059977,NO
1603798132,YES
184075450,YES
469777863,NO
255485508,NO
395446886,NO
522768557,NO
1516299192,YES
493410370,NO
60368364,YES
1280331752,NO
834869605,NO
854983780,YES
1127465229,YES
1295212858,YES
27261760,NO
1624295268,NO
146206252,NO
1336841743,NO
1188881531,YES
509506684,NO
1176152925,NO
1265565489,NO
1986492051,NO
1635639905,NO
647517710,YES
383672793,YES
983193901,NO
873796248,NO
217800997,YES
864859483,YES
861766651,YES
498512215,NO
635495419,NO
1036534752,YES
483735881,YES
362427683,NO
1514003874,NO
2111176410,NO
98073236,YES
1917808931,NO
1737220105,YES
1817824435,YES
127178686,NO
754000416,NO
105015171,NO
1021665555,NO
538903377,YES
608129567,NO
2091881000,NO
2079658217,YES
1520811551,NO
144122112,YES
735763125,YES
81963728,YES
1977407645,YES
361612588,YES
1540493792,YES
855105674,NO
497953860,NO
703330070,NO
21276479,YES
62443101,YES
1942675918,NO
1729594958,NO
1854859043,NO
2053805740,YES
630701949,YES
1058832538,NO
739123892,NO
1054524277,NO
1503540799,NO
845925636,YES
877723413,NO
1472891272,NO
1698687234,YES
365299113,YES
538914041,YES
2088391604,YES
379797644,NO
1506044535,NO
1811990516,YES
1187662388,YES
604236776,NO
1479528296,NO
1341552075,NO
1680286215,NO
842755341,YES
2124781127,NO
110020681,NO
1089983314,YES
391504161,NO
449230209,YES
1634704514,NO
1782342731,NO
1676285317,NO
1746973722,NO
2092088183,NO
1441077088,NO
725678885,NO
1507307541,NO
1445184130,YES
1327747846,NO
851420424,YES
1811078849,NO
326482268,YES
1897526072,YES
1802839515,YES
390712575,NO
345390315,YES
1790103814,YES
48521043,YES
1994850235,NO
531992496,YES
378936773,NO
1885298814,NO
298595731,YES
1217904303,NO
310530151,YES
1548181936,YES
833546809,YES
1684873791,NO
333523229,YES
584495271,YES
1754863007,NO
420449782,NO
1873021870,YES
201284147,YES
1379023427,YES
2007275223,NO
1481486228,NO
174742981,YES
630399372,NO
1232441481,NO
2038332388,NO
1027424768,YES
581339785,NO
1358584734,NO
57279024,NO
251500495,NO
2051183578,NO
1126195713,YES
1787208897,NO
22930761,YES
333297358,NO
1349831634,NO
631766006,NO
1604463827,YES
1128624377,YES
297807701,YES
1963480717,YES
1435278337,YES
379536384,NO
2074087616,NO
1555673445,NO
574438120,YES
1521798358,NO
526944524,NO
293189176,YES
1385237843,NO
1708214379,NO
1389897884,YES
615586121,NO
1983121246,NO
2028413773,NO
886851129,NO
1156595129,YES
407628787,NO
2117623507,YES
958973764,YES
1641086132,NO
777902541,YES
128889054,YES
1549422440,YES
745789026,NO
1258262633,NO
1272678612,NO
1067889387,NO
724850116,NO
415499728,NO
727781425,NO
1257685031,YES
531264153,YES
1806092434,YES
258131431,NO
2001939381,YES
842742596,YES
2018230957,YES
1367283807,NO
1353285695,NO
1119716107,YES
1331076043,NO
1254978297,NO
2114870391,NO
1371362616,NO
1306665680,NO
494784147,NO
1249307230,YES
2106352048,NO
1808967023,YES
290547742,YES
1837267027,YES
1420552674,NO
2114736641,NO
449335616,YES
1649302531,YES
767470689,NO
2130681846,YES
2079789571,NO
2008609232,YES
592234159,YES
118269473,YES
1104777464,NO
2049128823,YES
72412380,NO
959146779,YES
2144915739,YES
1678867690,YES
689833946,NO
1722896677,YES
40395703,NO
1835906540,NO
2014241278,YES
929639409,YES
1159551879,NO
354052566,YES
8056131,YES
1668378585,NO
1522121579,NO
1374813757,YES
1804122217,YES
656788685,YES
1125864699,YES
1174544547,NO
1062932195,NO
375680374,NO
140250864,YES
476198466,YES
844032909,NO
481117716,NO
1662602852,NO
673240766,YES
2133869142,YES
676502685,YES
527038373,NO
357402390,NO
2085022188,NO
1901417467,NO
607071903,NO
923048453,NO
884819561,NO
1100238667,NO
1946132888,NO
791723632,YES
311635078,NO
1759505948,YES
1014481975,NO
1830234958,NO
406831466,NO
787421662,NO
250037722,NO
1095607380,NO
1000386601,YES
1334591866,YES
281446654,YES
375255045,YES
1112953051,NO
1770949228,YES
584919780,YES
1650717806,YES
1835604044,YES
524663910,NO
2060366473,NO
1928517906,YES
1109552066,NO
954676399,NO
1176064217,NO
42777548,YES
1228557034,NO
654387605,YES
1005072084,NO
1811263244,YES
1216650872,NO
732129290,YES
591888598,YES
1497426060,YES
748997895,NO
1343269310,YES
1279025563,NO
170228490,NO
1659539539,YES
724640501,YES
953154686,NO
1239621520,NO
877959634,NO
2021184069,NO
1587240916,NO
64344248,YES
74327429,NO
1852555391,YES
1175221489,YES
1258066874,NO
2020973685,NO
1443088739,NO
1651269743,NO
1060238474,YES
1695783080,YES
421118472,YES
1588566522,NO
1647786697,NO
679786068,NO
1216504848,NO
1702727832,NO
1137994457,YES
620989476,YES
40449739,YES
1684919911,NO
531011455,NO
10050058,NO
2031086000,NO
1235341090,YES
1127065104,NO
46812112,YES
179000007,YES
1675400700,YES
671427437,NO
1124387108,YES
136412147,NO
42671718,NO
1974826611,NO
897352169,NO
1063918550,NO
974019568,YES
1148269059,YES
912396492,NO
432044521,NO
1047602852,NO
1864836547,YES
1275108175,NO
1850281668,YES
1818281615,YES
857765746,YES
1243587978,NO
1244595779,NO
131333002,NO
859241976,YES
14035777,YES
660716160,YES
434800578,NO
1346397652,NO
690048163,YES
1277520067,NO
562835337,NO
392822682,NO
83309200,NO
1527052742,NO
292614771,YES
1442383844,NO
409479323,YES
1303380433,YES
2079032438,NO
916102705,YES
1208016424,NO
2142882092,NO
794361262,YES
194198169,YES
1925368560,NO
803332190,YES
95624117,YES
799648662,NO
1655768175,YES
1025004445,NO
1198616632,NO
1907975041,YES
81483835,NO
840081193,NO
409702528,NO
1680266363,YES
1093907109,YES
260116891,YES
1938013442,NO
745556073,NO
1962122776,NO
1668813141,YES
1570188875,NO
1541640248,NO
1526955094,NO
1687051182,NO
627558452,YES
873363988,NO
919074155,NO
1408301675,YES
1856142505,YES
813907019,NO
1031332235,YES
530365472,NO
2068904872,NO
1553418687,NO
1619347868,NO
1503781606,NO
489289185,YES
1064388253,YES
1992795583,NO
1659399160,NO
491546209,YES
155840437,NO
258489002,YES
731093344,YES
1360116404,YES
852984299,YES
706479357,YES
82782177,NO
699618774,YES
1845517946,NO
1322065899,NO
25402197,NO
71046816,NO
1420425851,NO
1053345870,YES
460267824,YES
1239296454,YES
398836549,NO
194905962,NO
1680081966,YES
315028021,NO
424267605,YES
657281211,NO
576501675,YES
303220224,NO
1943631311,NO
2099852865,NO
1298844249,NO
679179998,YES
1934795673,NO
1820268029,NO
986947693,YES
368889340,NO
1430835546,NO
371269810,NO
236195979,YES
874269712,NO
62026236,YES
1110552488,YES
1107743824,YES
1338504856,NO
1390565154,NO
379803515,NO
1307768652,NO
1754779323,NO
887620656,NO
1833387591,YES
1443207658,YES
948935190,YES
1189640681,NO
119849615,YES
602838113,NO
1596908064,NO
861583853,NO
69736992,YES
1069469767,NO
528433316,NO
1871456643,NO
1609366165,YES
12161356,NO
694681918,YES
789391502,YES
1696526245,YES
754396354,YES
1167668353,NO
1854412660,NO
1152272589,YES
1159768783,YES
1275089305,YES
137276410,NO
2130449752,YES
62631145,NO
1580336769,NO
32693971,YES
1374525921,YES
869350655,YES
1439699943,NO
415746988,YES
1728918152,YES
1383761964,NO
1785561663,YES
2105213089,NO
323426052,YES
1966918172,NO
1905207624,YES
1749226359,YES
2126627229,NO
1700203401,YES
572043085,YES
1477280100,NO
367729608,YES
165855820,NO
291621724,NO
2008558897,YES
1451753588,NO
771551808,NO
1817993966,YES
121839905,NO
1572734328,YES
1714523240,YES
488513551,NO
1131550782,NO
1047566154,NO
1672016806,YES
1675742563,YES
419533564,YES
71315561,NO
1792826662,NO
1151380611,YES
909152763,YES
866963809,YES
1421442374,NO
1707747584,NO
2111751214,YES
2050140498,YES
841040940,NO
625389746,YES
264971199,YES
1397289277,YES
1083347484,NO
411631385,YES
1005346286,NO
65682709,NO
2021224444,YES
2125522679,NO
132006645,NO
597584775,NO
1970770186,NO
355645573,NO
527459709,NO
2140320997,NO
1260264190,YES
427022075,NO
756409890,NO
343735730,NO
479952887,YES
2026697614,NO
395766366,NO
1319147675,YES
870045049,NO
1826498686,NO
1855959955,YES
1375208323,YES
895031694,YES
718561736,NO
19490617,NO
1693010000,YES
662367839,YES
358516752,YES
187266193,NO
183143831,YES
101038281,YES
1797154718,YES
1840105532,NO
1323528790,NO
472420569,NO
3071888,YES
1789186517,NO
631266485,YES
391452550,YES
924831607,NO
1169852621,NO
722423750,NO
1228392684,NO
558656556,NO
1287795548,NO
1934979159,NO
1696110589,NO
1942380063,NO
295363542,NO
856985301,YES
1932168799,NO
1795104680,YES
163531523,NO
1511077691,NO
1251715422,NO
2100568864,NO
1621536450,NO
2057159683,NO
425131875,NO
1002287054,YES
1129099522,NO
445500236,NO
256399466,NO
900375010,YES
736654370,YES
1177143719,YES
796527844,NO
367363384,NO
131458737,NO
1323591008,NO
2004655077,NO
1556388803,NO
1638257563,YES
1588218023,NO
1809606842,NO
1451605675,NO
95964681,NO
1202667894,NO
685485609,NO
1927755936,YES
298074493,YES
1362527572,YES
179697976,NO
821052384,YES
868410516,NO
1666415718,NO
893744611,YES
1387175427,NO
809530241,NO
493695231,NO
1719163175,YES
2142169737,YES
1486540505,NO
749824027,NO
1104056005,NO
1689265189,YES
1534040539,NO
1389106768,YES
2087321664,YES
1412700815,NO
936539702,NO
140522032,YES
1395687043,YES
292079300,NO
1574917138,YES
2006592484,NO
328588827,NO
1628690938,NO
401384949,YES
395468056,NO
567546601,NO
662792116,YES
208067607,NO
1736861282,NO
1077553866,YES
827996119,NO
327683888,YES
2019324559,NO
1314326631,YES
537028155,YES
1708805302,NO
378301351,NO
258874267,YES
535737405,NO
347266724,NO
1747758170,YES
1774439139,NO
147943668,NO
1615315354,NO
749278576,NO
398207627,NO
252129362,NO
737674839,YES
815917748,NO
1295436613,NO
814736288,NO
1599222002,NO
243568745,YES
243198484,NO
601458442,NO
1220146664,NO
1460969671,NO
413950848,YES
1059394044,NO
731539343,YES
2104442026,YES
980665094,NO
1606812489,YES
1635553940,YES
1217919863,YES
48625760,YES
1046989171,YES
1143501858,NO
50579325,NO
494398678,NO
1113765885,YES
626651446,NO
1329129086,NO
404610554,NO
1389798770,YES
119132262,NO
1041050775,NO
805640398,YES
1252500734,NO
409528296,YES
2111996193,NO
242647519,NO
1455328600,NO
1611034560,NO
1907669623,YES
1427558381,YES
350306818,YES
1667718891,NO
371879821,NO
43584802,NO
840465564,NO
1016309179,YES
730304201,YES
617243491,YES
357182440,NO
144987376,NO
1753686817,NO
42241807,YES
155352597,NO
1008451628,NO
7617561,YES
1857501384,NO
1003933374,YES
1384464253,YES
1321400112,YES
1908898841,YES
34587448,NO
559978246,NO
60245928,NO
1718064737,NO
718749111,YES
447050376,YES
1795297789,YES
564059766,YES
1296338565,NO
980213160,NO
1126706036,NO
423065925,NO
1903943723,YES
1640031350,NO
1135303553,NO
1817243009,NO
